SIREN,SIRET,Nom société,Enseigne,Catégorie entreprise,Forme juridique,Date création,Code NAF,Libellé NAF,Tranche effectifs,Adresse,Code postal,Ville,Site web,Email générique,Téléphone standard,Nom dirigeant,Prénom dirigeant,Fonction dirigeant,Email dirigeant,Téléphone dirigeant,LinkedIn dirigeant,LinkedIn société,Spécialité Santé,Spécialité Prévoyance,Spécialité IARD,Spécialité Auto,Spécialité RC Pro,Spécialité Entreprises,Spécialité Collectives,Spécialité Particuliers,Nb collaborateurs estimé,Niveau digitalisation,ICP Score,Priorité,Potentiel,Statut prospection,Canal,Date premier contact,Dernier contact,Relance prévue,Démo réalisée,Proposition envoyée,Closing estimé,Notes
409761095,40976109500028,[ND],[ND],PME,1000,1996-06-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],PLOUENAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410038053,41003805300014,,,PME,1000,1996-10-01,66.22Z,66.22Y,NN,LA COSTE,22940,SAINT-JULIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410069066,41006906600042,GENERATION,GENERATION,ETI,5710,1996-12-03,66.22Z,66.22Y,41,12 RUE DE KEROGAN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410132427,41013242700023,,,PME,1000,1996-12-01,66.22Z,66.22Y,01,1 PARC D'ACTIVITES DOAREN MOLAC,56610,ARRADON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410229389,41022938900037,,BRETAGNE FINANCES,PME,1000,1996-12-16,66.22Z,66.22Y,NN,56 COURS LOUIS DE CHAZELLES,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410479091,41047909100036,HORIZON PART'NER CONSEILS,,PME,5710,1997-02-02,66.22Z,66.22Y,NN,6 PLACE DE L'EPINE,56230,QUESTEMBERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410642029,41064202900012,,,PME,1000,1997-01-10,66.22Z,66.22Y,03,17 RUE GEORGES CLEMENCEAU,29400,LANDIVISIAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410642029,41064202900038,,,PME,1000,1997-01-10,66.22Z,66.22Y,03,27 PLACE CORNIC,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410642029,41064202900053,,,PME,1000,1997-01-10,66.22Z,66.22Y,03,2 RUE DE BREST,29250,SAINT-POL-DE-LEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410808653,41080865300027,,,PME,1000,1990-01-01,66.22Z,66.22Y,NN,BOURG,22830,PLOUASNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410831549,41083154900028,EURL EURO PATRIMOINE,,PME,5499,1997-02-12,66.22Z,66.22Y,NN,MESLAY,35560,BAZOUGES-LA-PEROUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410863948,41086394800023,,MMA,PME,1000,1992-12-31,66.22Z,66.22Y,NN,8 RUE DES MERHANDS,35470,BAIN-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411109853,41110985300035,,,PME,1000,1997-02-12,66.22Z,66.22Y,NN,LIEUDIT MESLAY,35560,BAZOUGES-LA-PEROUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411168818,41116881800069,,,PME,1000,1997-01-01,66.22Z,66.22Y,NN,24 RUE EMILE CORRE,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411678931,41167893100030,ETHICA,,PME,5499,1997-03-27,66.22Z,66.22Y,02,12 PLACE DE L'EGLISE,35630,HEDE-BAZOUGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411793243,41179324300030,,,PME,1000,1997-03-01,66.22Z,66.22Y,NN,1 ROND-POINT DU MOUSTOIR,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411844731,41184473100066,,,PME,1000,1997-03-01,66.22Z,66.22Y,NN,1 RUE DE LA DIGUE,56750,DAMGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411876220,41187622000053,[ND],[ND],PME,1000,1997-04-21,73.12Z,66.22Y,NN,[ND] [ND] [ND],[ND],SURZUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411919251,41191925100016,,,PME,1000,1993-11-15,66.22Z,66.22Y,NN,23 RUE DU 19 MARS 1962,56700,HENNEBONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412283657,41228365700010,,,PME,1000,1997-04-01,66.22Z,66.22Y,NN,11 ROUTE DE MICHOTTE,56860,SENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412436784,41243678400026,CCL,,PME,2310,1997-01-01,66.22Z,66.22Y,11,6 PLACE GENERAL DE GAULLE,29360,CLOHARS-CARNOET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412436784,41243678400042,CCL,,PME,2310,1997-01-01,66.22Z,66.22Y,11,6 RUE DE SAINT-MAURICE,56520,GUIDEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412436784,41243678400059,CCL,,PME,2310,1997-01-01,66.22Z,66.22Y,11,46 RUE ERIC TABARLY,29300,QUIMPERLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412530263,41253026300034,,,PME,1000,1997-05-20,66.22Z,66.22Y,01,ALLEE DE MI FORET,35340,LA BOUEXIERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412780488,41278048800018,TANGUY DIDIER & TANGUY THIERRY,,PME,2210,1997-03-19,66.22Z,66.22Y,01,49 RUE JEAN JAURES,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413588484,41358848400027,,,PME,1000,1997-02-19,66.22Z,66.22Y,NN,KERNEVEZ,29690,BERRIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413720137,41372013700046,,,PME,1000,1997-09-01,66.22Z,66.22Y,01,81 RUE VILLE PEPIN,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413848011,41384801100032,,,PME,1000,1997-08-21,70.22Z,66.22Y,NN,3 ALLEE DES FORESTIERS,35830,BETTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414017459,41401745900010,,,PME,1000,1996-10-09,66.22Z,66.22Y,NN,26 RUE DE LA CROIX DE PIERRE,35470,BAIN-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414191775,41419177500025,,,PME,1000,1997-09-01,66.22Z,66.22Y,02,5 ROUTE DE LANDERNEAU,29590,LE FAOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414191775,41419177500033,,ASSURANCE ALLIANZ,PME,1000,1997-09-01,66.22Z,66.22Y,02,9 PLACE CHARLES DE GAULLE,29190,PLEYBEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414191775,41419177500041,,,PME,1000,1997-09-01,66.22Z,66.22Y,02,30 RUE ALSACE LORRAINE,29160,CROZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414197087,41419708700011,,,PME,1000,1997-10-01,66.22Z,66.22Y,01,RUE DE ROHAN,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414272625,41427262500040,,AXA DANIELOU,PME,1000,1997-10-01,66.22Z,66.22Y,02,17 RUE DE LARMOR,56270,PLOEMEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414324988,41432498800016,,,PME,1000,1985-07-01,66.22Z,66.22Y,NN,63 RUE CHAPTAL,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415057082,41505708200018,,,PME,1000,1998-01-02,66.22Z,66.22Y,NN,12 PLACE DU DOCTEUR JOLY,35170,BRUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415057082,41505708200026,,,PME,1000,1998-01-02,66.22Z,66.22Y,NN,2 RUE DE LA POTERIE,35131,CHARTRES-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415058056,41505805600045,,,PME,1000,1998-01-01,66.22Z,66.22Y,NN,LANN KERGUERO,56700,SAINTE-HELENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415230150,41523015000013,,,PME,1000,1997-09-17,66.22Z,66.22Y,NN,CAISSE LOCALE,29710,POULDREUZIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415255165,41525516500029,,,PME,1000,1997-09-17,66.22Z,66.22Y,NN,,22220,TREGUIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415307578,41530757800062,CTA,CTA OUEST BRETAGNE,PME,5710,1997-12-30,66.22Z,66.22Y,03,33 RUE DU GENERAL LECLERC,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417491388,41749138800035,,LA MEDICALE,PME,1000,1998-01-01,66.22Z,66.22Y,NN,4 RUE DE LEUREOU,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417676616,41767661600028,,,PME,1000,1998-01-01,66.22Z,66.22Y,02,LE VENTOUE,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417749124,41774912400075,,,PME,1000,1998-02-09,66.22Z,66.22Y,NN,14 PLACE SAINT-MELAINE,35740,PACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417823002,41782300200023,SCDF LJL ASSURANCES,,PME,2210,1998-01-01,66.22Z,66.22Y,NN,67 RES STE ANNE,56270,PLOEMEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418052668,41805266800021,ASS DE FAIT BARABE ET DUCHAIGNE,,PME,2210,1998-01-05,66.22Z,66.22Y,NN,4 RUE DE LA BORDERIE,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418406351,41840635100043,[ND],[ND],PME,1000,1998-04-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418737292,41873729200114,,,PME,1000,1998-04-14,66.22Z,66.22Y,NN,1 RUE DES TISSERANDS,35410,CHATEAUGIRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418744082,41874408200037,,,PME,1000,1998-04-06,66.22Z,66.22Y,01,7 PLACE GENERAL DE GAULLE,29800,LANDERNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419892328,41989232800073,,,PME,1000,1998-03-06,66.22Z,66.22Y,NN,19 RUE DE CHATILLON,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419940366,41994036600059,[ND],[ND],PME,1000,1998-08-10,66.22Z,66.22Y,02,[ND] [ND] [ND],[ND],PERROS-GUIREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420067266,42006726600015,,,PME,1000,1998-09-06,66.22Z,66.22Y,02,6 RUE SAINT ELOI,35360,MONTAUBAN-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420284432,42028443200010,ASSUREURS ASSOCIES BRANCHES MULTIPLE,,PME,5499,1998-08-01,66.22Z,66.22Y,NN,9 RUE DE MOELAN,29300,QUIMPERLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420438087,42043808700041,,ALLIANZ,PME,1000,1998-10-01,66.22Z,66.22Y,02,2 RUE SAULNERIE,56140,MALESTROIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420438087,42043808700058,,,PME,1000,1998-10-01,66.22Z,66.22Y,02,5 RUE DU RELAIS POSTAL,56200,LA GACILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420718215,42071821500015,,,PME,1000,1998-08-01,66.22Z,66.22Y,NN,22 RUE HENRY KERFANT,22200,GUINGAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420718215,42071821500023,,,PME,1000,1998-08-01,66.22Z,66.22Y,NN,LES ECRINS DE KERHOLO,22200,SAINT-AGATHON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421210691,42121069100018,,,PME,1000,1999-01-01,66.22Z,66.22Y,01,10 BOULEVARD DU PONT NEUF,56140,MALESTROIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421397340,42139734000017,,,PME,1000,1999-01-01,66.22Z,66.22Y,NN,77 BOULEVARD ALBERT 1ER,35200,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421397340,42139734000025,,,PME,1000,1999-01-01,66.22Z,66.22Y,NN,23 RUE SAINT-HELIER,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421422072,42142207200031,CENTRE D'ETUDES D'ASSURANCES BRETAGNE,,PME,5499,1999-01-01,66.22Z,66.22Y,01,15 RUE HENRI LEMARIE,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421486861,42148686100048,,MANDATAIRE D'ASSURANCE,PME,1000,1999-01-04,66.22Z,66.22Y,NN,12 RUE DES EGLANTINES,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421632738,42163273800041,A.F.B. COURTAGE,AFB COURTAGE,PME,5710,1999-01-04,66.22Z,66.22Y,02,4 RUE HENRI MATISSE,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421664616,42166461600032,[ND],[ND],PME,1000,1999-02-10,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],TRELIVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421739095,42173909500014,,,PME,1000,1999-01-04,66.22Z,66.22Y,NN,1 PLACE DU PUITS,56130,LA ROCHE-BERNARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421739095,42173909500030,,AXA,PME,1000,1999-01-04,66.22Z,66.22Y,NN,1 RUE D'ARMORIQUE,56190,MUZILLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421843665,42184366500025,,MMA,PME,1000,1999-01-01,66.22Z,66.22Y,00,12 RUE LAMARTINE,29770,AUDIERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421843665,42184366500033,,MMA,PME,1000,1999-01-01,66.22Z,66.22Y,00,9 LD CANAPE,29720,PLONEOUR-LANVERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421843665,42184366500058,,MMA CONCARNEAU,PME,1000,1999-01-01,66.22Z,66.22Y,00,3 AVENUE DE LA GARE,29900,CONCARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421972282,42197228200063,[ND],[ND],PME,1000,1999-01-02,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422086777,42208677700055,ANTHEA,,PME,5499,1999-01-27,66.22Z,66.22Y,NN,5 PLACE HOCHE,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422255877,42225587700033,,,PME,1000,1999-03-04,66.22Z,66.22Y,NN,17 PLACE DE LA LIBERATION,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422754507,42275450700032,,,PME,1000,1999-02-26,66.22Z,66.22Y,02,7 RUE DES PORTES,22160,CALLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422828053,42282805300047,,,PME,1000,1999-05-03,66.22Z,66.22Y,01,12 PLACE SAINT-THOMAS,29800,LANDERNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423076579,42307657900055,,,PME,1000,1998-04-01,66.22Z,66.22Y,02,RES ILOT DIDEROT,29600,SAINT-MARTIN-DES-CHAMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423136779,42313677900083,[ND],[ND],PME,1000,1999-04-20,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423227677,42322767700022,,,PME,1000,1999-05-01,66.22Z,66.22Y,NN,2 RUE JOSEPH HALLEGUEN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423540475,42354047500054,,,PME,1000,1999-06-24,66.22Z,66.22Y,NN,12 RUE PIERRE LOTI,22190,PLERIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423662824,42366282400030,,,PME,1000,1999-07-01,66.22Z,66.22Y,NN,11 RUE DU TERTRE,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424001949,42400194900017,,,PME,1000,1998-01-01,66.22Z,66.22Y,NN,KERCADIOU,22390,SAINT-ADRIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425029824,42502982400017,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,44 RUE DE LA LIBERATION,35290,GAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427803531,42780353100016,,,PME,1000,1985-01-01,66.22Z,66.22Y,NN,MEJOU BRAS,29760,PENMARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428734438,42873443800016,,,PME,1000,2000-01-01,66.22Z,66.22Y,NN,12 PLACE MAURICE MARCHAIS,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428763973,42876397300024,SAS HEUX ASSURANCES,,PME,5710,1999-12-29,66.22Z,66.22Y,12,IMPASSE DE LA VIGIE,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428788483,42878848300025,,,PME,1000,1994-10-01,66.22Z,66.22Y,NN,12 QUAI DUGUAY-TROUIN,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429177041,42917704100028,,,PME,1000,2000-01-10,66.22Z,66.22Y,01,12 ALLEE FRANCOIS-JOSEPH BROUSSAIS,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429252851,42925285100010,,,PME,1000,2000-02-01,66.22Z,66.22Y,NN,22 RUE DE BELLEVUE,22520,BINIC-ETABLES-SUR-MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429312846,42931284600018,,,PME,1000,1988-01-01,66.22Z,66.22Y,NN,L'EURYDICE,35230,NOYAL-CHATILLON-SUR-SEICHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429612229,42961222900014,,,PME,1000,1981-01-01,66.22Z,66.22Y,NN,4 RUE FLEURIE,29190,LE CLOITRE-PLEYBEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429761463,42976146300026,,,PME,1000,2000-01-01,66.22Z,66.22Y,01,PLACE DU NOUVEL OUPEYE,22430,ERQUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429761463,42976146300034,,,PME,1000,2000-01-01,66.22Z,66.22Y,01,4 RUE DES BOUCOUETS,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430154666,43015466600035,LA MEDICALE QUIMPER,,PME,2310,2000-01-01,66.22Z,66.22Y,03,4 RUE DE LEUREOU,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430434282,43043428200017,,,PME,1000,2000-04-03,66.22Z,66.22Y,NN,8 RUE JEAN-PAUL JAFFRES,29480,LE RELECQ-KERHUON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430703546,43070354600019,,,PME,1000,1986-01-01,66.22Z,66.22Y,NN,LA LANDE,22350,GUITTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430706416,43070641600012,,,PME,1000,1988-01-01,66.22Z,66.22Y,NN,6 RUE DU PONT BLANC,22310,PLESTIN-LES-GREVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430706630,43070663000018,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,,22210,SAINT-ETIENNE-DU-GUE-DE-L'ISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430709451,43070945100016,,,PME,1000,1989-01-01,66.22Z,66.22Y,NN,12 RTE GRAND CHEMIN,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430709907,43070990700017,,,PME,1000,1988-01-01,66.22Z,66.22Y,NN,RUN GUEZENNEC,22470,PLOUEZEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431444025,43144402500073,SVI ASSURANCES,,PME,5710,2000-04-13,66.22Z,66.22Y,11,20 RUE D'ISLY,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431449883,43144988300039,ASSURANCE MALUS,,PME,5499,2000-05-09,66.22Z,66.22Y,01,8 RUE DE BREST,22100,DINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431485887,43148588700019,,,PME,1000,2000-05-01,66.22Z,66.22Y,NN,15 RUE PORT A LA DUC,22240,FREHEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431639426,43163942600037,,,PME,1000,2000-06-01,66.22Z,66.22Y,03,64 RUE DE BREST,22100,DINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431714617,43171461700013,,,PME,1000,1990-01-01,66.22Z,66.22Y,NN,8 RUE DES FLEURS,56270,PLOEMEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431746676,43174667600045,,AVIVA,PME,1000,2000-05-15,66.22Z,66.22Y,01,21 QUAI CARNOT,29900,CONCARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431749779,43174977900036,[ND],[ND],PME,1000,2000-04-10,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431799055,43179905500055,,,PME,1000,2000-06-01,66.22Z,66.22Y,NN,20 BOULEVARD JEAN JAURES,35300,FOUGERES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431974963,43197496300479,ADVENIS WEALTH MANAGEMENT,,ETI,5710,2000-06-09,66.22Z,66.22Y,21,28 BOULEVARD DU COLOMBIER,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431974963,43197496300511,ADVENIS WEALTH MANAGEMENT,,ETI,5710,2000-06-09,66.22Z,66.22Y,21,50 RUE HENRY DE MONFREID,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432205037,43220503700059,YLD CONSULTANTS,YLD CONSULTANTS,PME,5499,2000-07-18,66.22Z,66.22Y,NN,1 RUE MARECHAL DE BRISSAC,56290,PORT-LOUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432299816,43229981600038,,,PME,1000,2000-08-21,66.22Z,66.22Y,00,26 QUAI CARNOT,29150,CHATEAULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432299816,43229981600046,,AXA BANQUE ET ASSURANCES,PME,1000,2000-08-21,66.22Z,66.22Y,00,5 RUE MADELEINE LAGADEC,29510,BRIEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432540557,43254055700019,,,PME,1000,2000-07-17,66.22Z,66.22Y,01,6 RUE ST YVES,22220,TREGUIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432687465,43268746500075,,,PME,1000,2000-07-01,66.22Z,66.22Y,NN,15 RUE DU VAL,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432693687,43269368700068,[ND],[ND],PME,1000,2000-07-03,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],GUIGNEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432972495,43297249500019,UDIFE ASSURANCES - ASSISTANCE FUNERAIRE,,PME,5710,2000-08-28,66.22Z,66.22Y,11,ZA BEAUSEJOUR,22490,PLESLIN-TRIGAVOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433132263,43313226300065,,,PME,1000,2000-07-06,66.22Z,66.22Y,03,40 RUE DU BIGNON,35135,CHANTEPIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433450210,43345021000011,,,PME,1000,2000-10-16,66.22Z,66.22Y,01,36 RUE DE LA TOUR D’AUVERGNE,29400,LANDIVISIAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433530672,43353067200024,,,PME,1000,2000-10-01,66.22Z,66.22Y,NN,24 RUE OLIVIER DE CLISSON,56120,JOSSELIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433600053,43360005300014,,,PME,1000,2000-12-01,66.22Z,66.22Y,00,5 RUE D'AURAY,56150,BAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433678992,43367899200010,,,PME,1000,2000-10-01,66.22Z,66.22Y,NN,9 RUE PHILIPPE VANNIER,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
